base_price,discounted_price,product_name,category,brand,description
"3,50","2,71",Boisson à la noisette sans sucres - 1L,sans-gluten,par EcoMil,"Prix au kilo : 2,71€/kg Cette délicieuse Boisson bio aux Noisettes est élaborée à partir de noisettes déshydratées partiellement dégraissées, légères et faciles à digérer. Elle constitue une boisson saine et nutritive puisque la noisette apporte des protéines de haute qualité et est naturellement riche en acides gras m"
"1,19","0,79",Barre Aux Amandes - 40g,sans-gluten,par Pural,"Prix au kilo : 19,75€/kgUne combinaison d'amandes et de sucre de canne roux, alliant le goût et une texture croquante, raviront vos papilles ! La Barre aux Amandes Pural est idéal comme encas lors des petits creux de la journée. Sans gluten ni lactoseIngrédients : Amandes* (65 %), sirop de maltose* et sucre de canne* b"
"4,95","4,00",Muesli croustillant 6 fruits sans gluten et huile de palme - 500g,sans-gluten,par Favrichon,"Prix au kilo : 7,99€/kgMuesli croustillant 6 fruits (raisins, noix de coco, pommes, figues, amandes et bananes). Ingrédients issus de l'agriculture biologique. Sans gluten, sans huile de palme. Contenance : 500g. Ingrédients : Céréales* 48,8% (flocons d'avoine* complets 37,7%, riz* complet), fruits* 29% [raisins* 16% ("
"4,29","3,07",Galettes Quinoa Haricot Rouge - 2x100g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 15,4€/kgGalettes Bio Quinoa &amp; Haricots rouges sans gluten. Prête en 3 minutes seulement ! Fabrication française. Barquettes de 100g x 2.Ingrédients : légumes cuisinés (tomates , oignons , huile de tournesol ), eau, haricots rouges (22%), quinoa (14%) (grain et farine précuite ) , oeufs frais , épaiss"
"3,99","2,96",Pain Aux 3 Cereales - 375g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 7,92€/kgPain Bio aux 3 céréales SANS GLUTEN - Origine France - Sachet de 375 g.Ingrédients : céréales complètes (55%) (riz , millet ,maïs ), farine de riz blanche , eau, farine de lupin , épaississant : gomme de guar, sel, levureValeurs nutritionnelles (pour 100g) : Energie (kJ/Kcal) 849/200 ; Matières g"
"3,49","2,61",Lait d'amande au calcium - 1L,sans-gluten,par EcoMil,"Prix au litre : 2,61€/litre Le lait d’amande bio Ecomil au Calcium allie la douceur de l'amande avec les bienfaits du Calcium. Convient particulièrement au régime Vegan. Les laits ecomil se consomment tel que à tout moment de la journée, froids ou chauds, dans le thé ou le café. Vous pouvez aussi les utiliser dans vos "
"3,75","2,79",Torsades Maïs et Riz sans Gluten - 500g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 5,58€/kg Pâtes Spirales Maïs et Riz SANS GLUTEN - Origine Italie - Sachet de 500 g.Ingrédients : Farine de maïs (70%), farine de riz blanche (30%) Valeurs nutritionnelles (pour 100g) : Energie (kJ/Kcal) 1444/340 ; Matières grasses : 0,9g ; Glucides : 76g ; Protéines : 7g ;"
"4,90","3,46",Sucre de coco bio - 250g,sans-gluten,par Maison du Coco,"Prix au kilo : 13,83€/kgLe sucre de noix de coco bio, tout comme l'huile de coco est multi-facette. Extraite à partir de la sève des fleurs de cocotier, il est naturel et sans additif. La sève cuite au feu de bois permet de conserver les bienfaits sans le sucre de coco et de garantir une saveur unique. Vous pouvez l'ut"
"4,49","3,28",Vermicelles de Riz Thai rouge - 240g,sans-gluten,par Autour Du Riz,"Prix au kilo : 13,71€/kg De magnifiques vermicelles de riz thaï rouge pour agrémenter vos pad thai, vos woks ou vos plats asiatiques. Un régale pour les régimes sans gluten et vegan!Ingrédients : Riz long complet, riz thaï rouge 30%, riz thaï complet, amidon de tapioca 100% issus de l'agriculture biologiqueValeurs nutr"
"2,30","1,38",Thé Froid Detox thé vert gingembre - 33cl,sans-gluten,par ChariTea,"Prix au litre : 4,18€/LL'infusion Thé vert ChariTea est préparée avec une touche de miel et du gingembre pour un rafraîchissement intense et immédiat. Le thé vert, tout droit venu du Sri Lanka, est agrémentée d'une note sucrée grâce au Miel. Le gingembre apporte une touche orientale à l'ensemble de cette boisson, idéal"
"3,29","2,40",Fusilli aux pois verts sans gluten - 250g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 9,62€/kg Enfin des pâtes aux légumineuses savoureuses et légères. Grâce à une technique de fabrication spéciale, la couleur et les bienfaits des pois verts sont préservés dans ces fusillis 100% légumineuses ! Vous conservez aussi tous les apports nutritionnels des pois qui sont une source importante de p"
"3,69","2,79",Sablés Citron Et Graines De Chia - 150g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 18,6€/kgSablés Citron et graines de chia 150g: Le chia est une graine originaire d’Amérique latine, réputée pour sa richesse en oméga 3 et appréciée pour son côté croquant. Ce biscuit vous surprendra par sa texture croustillante puis fondante! Garanti sans Gluten. 150gIngrédients : Farine de riz demi-com"
"2,59","1,91",Céréales cuisinées quinoa-millet haricots rouges légumes - 220g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 8,68€/kgCéréales cuisinées quinoa-millet, haricots rouges légumes : Une association savoureuse, de deux céréales et d'une légumineuse, pour profiter de la complémentarité de leurs bienfaits! 220grINGREDIENTS :Légumes* (34%) (carottes*, courgettes*, poivrons rouges*, tomates*), eau, quinoa* (16%), millet*"
"16,99","13,81",Lait de Croissance bio (10-36 mois) - 900g,sans-gluten,par Babybio,"Prix au kilo : 15,34€/kgCe Lait de Croissance Bio permet d'apporter à bébé tout ce dont il a besoin pour bien grandir. Lait d'origine France. Dès 10 mois. Boite hermétique de 900g.Ingrédients : Maltodextrinesde maïs , lait écrémé , huiles végétales de première pression àfroid (tournesol oléique , colza ), lactose , con"
"1,49","1,03",Galettes de Maïs - 120g,sans-gluten,par Priméal,"Prix au kilo : 8,67€/kgGalettes de Maïs Bio. Origine UE - Sachet de 120 g.Ingrédients : Maïs , huile de germe de maïs , sel marin Valeurs nutritionnelles (pour 100g) : Energie (kJ/Kcal) 1648/388 ; Matières grasses : 1,5g ; Glucides : 85,2g ; Protéines : 8,5g ;"
"5,49","4,11",Trio De Quinoa Blanc Rouge Et Noir - 500g,sans-gluten,par Priméal,"Prix au kilo : 8,22€/kgCéréales grains de quinoa rouge, blanc et noir Bio - Sachet de 500 grammes.Ingrédients : Quinoa blanc , rouge , noir Valeurs nutritionnelles (pour 100g) : Energie (kJ/Kcal) 1440/341 ; Matières grasses : 6g ; Glucides : 59g ; Protéines : 12,5g ;"
"2,09","1,62",Boisson au riz et vanille biologique - 1L,sans-gluten,par The Bridge,Cette boisson de riz et vanille est saine et désaltérante et peut tout à fait être utiliser comme ingrédient dans la préparation de gâteaux. Elle est sans cholestérol et 100% biologique.
"3,49","2,67",Farine de Sarrasin Sans Gluten - 500g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 5,36€/kg Farine de Sarrasin SANS GLUTEN - Origine France - Sachet de 500 g.Ingrédients : Farine de sarrasin Valeurs nutritionnelles (pour 100g) : Energie (kJ/Kcal) 1500/354 ; Matières grasses : 2,6g ; Glucides : 69,7g ; Protéines : 13g ;"
"8,99","6,48",Maxi Lot de Compotes Cool Fruits Pomme Banane - 12x90g,sans-gluten,par Vitabio,"Prix au kilo : 6€/kgCool Fruits Pomme-Banane : de délicieuses gourdes 100% fruits Bio pour accompagner les enfants dans toutes leurs activités ! Vendues par 12 gourdes de 90g. Fabrication française.Ingrédients : Pommes , bananes , jus d’acérolaValeurs nutritionelles ajoutées très bientôt"
"3,39","2,41",Tofu Nature Végan bio longue conservation 2x125g,sans-gluten,par Soy,"Prix au kilo : 9,68€/kg Le tofu est un caillé frais de « jus » de soja (ou Tonyu), élaboré à partir de graines de soja rigoureusement sélectionnées. Son goût neutre et sa texture souple lui permettent de s’adapter à de nombreuses préparations salées ou sucrées. Ingrédients : Eau, soja*, gélifiants : sulfate de Calcium,"
"4,45","3,40",Fusilli 100% Sarrasin sans Gluten - 500g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 6,8€/kg Fusilli 100% Sarrasin Sans Gluten : Ingrédients issus de l'agriculture biologique UE, saveur sarrasin agréable et bien marquée. Sachet de 500g.Ingrédients : Farine de sarrasin issue de l’agriculture biologiqueValeurs nutritionnelles (pour 100g) : Energie (kJ/Kcal) 1485/350 ; Matières grasses : 1,"
"3,49","2,69",Farine de Riz demi Complet - 500g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 5,38€/kgFarine de Riz Demi Complète SANS GLUTEN - Origine UE - Sachet de 500 g.Ingrédients : Farine de riz demi-complète Valeurs nutritionnelles (pour 100g) : Energie (kJ/Kcal) 1587/374 ; Matières grasses : 2,7g ; Glucides : 78,4g ; Protéines : 9,1g ;"
"3,59","2,40",Fusilli Lentilles Corail sans gluten - 250g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 9,62€/kg Des fusilli pleins de couleur et de bonnes choses, 100% légumineuses et sans gluten. Grâce à une technique de fabrication spéciale, la couleur et les qualités des lentilles corail sont préservées. Vous conservez aussi tous les apports nutritionnels des lentilles corail qui sont une source import"
"1,09","0,61",Barre Aux Cranberries et Amandes - 40g,sans-gluten,par Pural,"Prix au kilo : 15,5€/kgLa Barre Canneberges et Amandes Pural est idéal comme encas lors des petits creux de la journée. La combinaison de cacahuètes, d'amandes, de raisins secs, de riz soufflé, de canneberges et de raisins secs alliant le goût et une texture croquante, raviront vos papilles !Ingrédients : Cacahuètes* ("
"8,99","6,48",Maxi Lot de Compotes Cool Fruits Pomme Fraise Myrtille - 12x90g,sans-gluten,par Vitabio,"Prix au kilo : 6€/kgCool Fruits Pomme-Fraise-Myrtille : de délicieuses gourdes 100% fruits Bio pour accompagner les enfants dans toutes leurs activités ! Vendues par 12 gourdes de 90g. Fabrication française.Ingrédients : Pommes , fraises , concentré de fruits (concentré de raisin , concentré de citron ), myrtilles , ju"
"3,95","2,90",Galettes Champignons Et Pois Chiches - 2x100g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 14,55€/kg Galettes bio SANS GLUTEN aux champignons et aux pois chiches - Origine FranceIngrédients : légumes cuisinés (champignons de Paris (23 %), oignons , huile de tournesoldésodorisée , huile d’olive vierge ),eau, pois chiches (18 %), farine de maïs , oeufs frais , persil , amidon de maïs , gomme ara"
"4,99","4,01",Muesli sans Gluten - 500g,sans-gluten,par Grillon d'or,"Prix au kilo : 8,02€/kg Choisissez le Muesli sans Gluten Grillon d'Or pour démarrer la journée avec un petit déjeuner sain et équilibré ! Sachet de 500g.Ingrédients : Flocons de riz , raisins 16,2% (raisins , huile de tournesol ), flocons de quinoa , pétales de maïs , billettes de riz (riz , sel), tournesol , figues 4,"
"4,19","3,43",Tagliatelles Thaïes De Riz - 400g,sans-gluten,par Autour Du Riz,"Prix au kilo : 8,6€/kgDécouvrez ces Tagliatelles Thaïes de Riz 400g, à consommer natures ou assaisonnées et qui donneront à vos plats le goût de la gastronomie Thaïlandaise en un tour de main. . Faites tremper dans de l’eau froide les tagliatelles pendant 10 mn avant de les plonger dans un grand volume d'eau bouillante"
"2,50","1,81",Assiette Légumes À La Basquaise Et Poulet (dès 15 mois) - 260g,sans-gluten,par Babybio,"Prix au kilo : 6,96€/kgAssiette Poulet Basquaise Riz Dès 15 mois. Ingrédients issus de l'agriculture biologique. Contenance : 260g.Ingrédients : Légumes 58% (carottes des Landes , poivrons d'Espagne , purée de tomates d'Italie , oignons d'Espagne , pommes de terre du Val de Loire ), eau de cuisson, viande de poulet fer"
"2,49","1,82",Millet Décortiqué - France - 500g,sans-gluten,par Priméal,"Prix au kilo : 3,64€/kgCéréales Millet décortiqué Bio origine France - Sachet de 500 grammes.Ingrédients : Millet cultivé et décortiqué en FranceValeurs nutritionnelles (pour 100g) : Energie (kJ/Kcal) 1369/327 ; Matières grasses : 2.9g ; Glucides : 72,9g ; Protéines : 9,9g ;"
"1,00","0,81",Bioflan Noix De Coco - 2x4g,sans-gluten,par Natali,"Prix au kilo : 102,5€/kgBio-flan saveur Noix Coco 2X1/4L Bio. Le bio flan permet de faire un entremet avec du lait ou du jus de soja. Non sucrées, à base d'agar-agar, les recettes de nos entremets s'adaptent pour toutes les personnes, tous les régimes et tous les goûts. Ils permettent d'allier plaisir et bienfaits : un"
"3,99","2,47",Lait Amandes Cacao Bio sans gluten sans sucres ajoutés - 1L,sans-gluten,par EcoMil,"Prix au litre : 2,48€/LLait d'Amandes Bio au Cacao 100% végétal ! A consommer chaud ou froid, à tout moment de la journée. Tetra Pak de 1L.Ingrédients : Eau, sirop d'agave , amandes (2,7%), cacao en poudre (1%), inuline (fibre d'agave ), sel, arôme naturel d'amandes , arôme naturel de cacao . Valeurs nutritionelles ajo"
"3,49","2,59",Pain Complet Riz Sans Gluten - 375g,sans-gluten,par Pural,"Prix au kilo : 6,91€/kg Pain à base de riz complet, avec son germe et son péricarde. Les + produit : . Certifié bio . Sans lactose . Riche en fibres . Idéal au petit-déjeuner ou au goûterIngrédients : céréales* 60% (riz complet* fraichement concassé 39%, graines de millet* 8%, gruau de maïs complet* 8%, farine de riz c"
"3,29","2,34",Lait Amandes Vanille Bio sans gluten - 1L,sans-gluten,par EcoMil,"Prix au litre : 2,34€/LLait d'Amandes Bio à la Vanille 100% végétal ! A consommer chaud ou froid, à tout moment de la journée. Tetra Pak de 1L.Ingrédients : Eau, sirop d'agave , amandes (2,7%), inuline (fibre d'agave ), sel, arôme naturel de vanille , curcumaValeurs nutritionelles ajoutées très bientôt"
"3,50","2,53",Petits pots Petits pois Panais Courgette Veau (dès 6 mois) - 2x200g,sans-gluten,par Babybio,"Prix au kilo : 6,33€/kgPetits pots Petits pois Panais Courgette Veau. Fabriqué en France. Dès 6 mois. 2 x 200g.Ingrédients : Légumes 76% (petits pois d'Espagne 23%, panais du Val de Loire 22%, pommes de terre du Val de Loire , courgettes de Provence 15%), eau de cuisson, viande de veau fermier d'Aquitaine et du Limousi"
"3,09","2,29",Petits pots Carottes Potimarron et Riz (dès 6 mois) - 2x200g,sans-gluten,par Babybio,"Prix au kilo : 5,75€/kgUn délice de carotte et potimarron avec du riz pour un apport en sucres lents et des acides gras essentiels qui participent à la croissance. Dès 6 mois. Contenance : 2 x 200g.Ingrédients : Légumes 59,5% (carottes des Landes 38%, potimarrons de la Drôme 17%, oignons d'Espagne ), eau de cuisson, ri"
"3,19","2,08",Quinoa Cuisiné Au Petits Légumes - 220g,sans-gluten,par Priméal,"Prix au kilo : 9,5€/kgDoypack ""Quinoa cuisine aux petits légumes"" : Un délicieux plat cuisiné Bio, végératien et super pratique! La quantité est idéale pour un repas complet pour 1 personne ou pour 2 personnes si il s'agit d'un accompagnement. 220grComposition : Eau, quinoa* 23%, légumes* 20% (carottes*, poivrons rouge"
"0,99","0,70",Mini Barre à la Pomme - 25g,sans-gluten,par Life Food,"Prix au kilo : 28€/kgSans fruits à coque, cette LIFEBAR MINI à la pomme est juteuse et rafraîchissante. Son goût généreux vous remplira de bonheur. Seulement à base de pomme, datte, graines de tournesol germées et cannelle. La barre idéale pour ceux qui doivent éviter le gluten et les fruits à coque. Les LIFEBAR MINI c"
"3,19","2,31",Petits Pots Mouliné de Carotte et Quinoa (dès 8mois) - 2x200g,sans-gluten,par Babybio,"Prix au kilo : 5,8€/kgPetits Pots Mouliné Carotte Quinoa. Idéal pour l’éveil de Bébé aux saveurs naturelles dès 8 mois. Ingrédients issus de l'agriculture biologique. Contenance : 2 x 200g.Ingrédients : Légumes 73% (carottes des Landes 48%, patates douces d'Espagne 11%, purée de tomates d'Italie 8%, oignons d'Espagne 6"
"5,29","3,82",Chocolat noir 70% de cacao et éclats de fèves de cacao sans gluten - 100g,sans-gluten,par Ikalia,"Prix au kilo : 38,25€/kgAvec 70% de cacao bio, sans huile de palme, sans lécithine, le chocolat Ikalia aux éclats de fève de cacao, allie engagement et croquant. Le cacao ainsi que le sucre sont issus du commerce équitable. Les fèves de cacao donnent une légèreté et une note boisée à ce grand cru. Le carton est 100% re"
"2,19","1,59",Petits pots Pommes d'Aquitaine (dès 4mois) - 2x130g,sans-gluten,par Babybio,"Prix au kilo : 6,15€/kgPetits pots Pomme d'Aquitaine. Idéal pour l’éveil de Bébé aux saveurs naturelles et son bon équilibre nutritionnel. Dès 4 mois. Ingrédients issus de l'agriculture biologique. Contenance : 2 x 130g.Ingrédients : Pommes d'AquitaineValeurs nutritionnelles (pour 100g) : Energie (kJ/Kcal) 189/45 ; Mat"
"2,19","1,59",Petits pots Pomme Abricot Céréale (dès 4 mois) - 2x130g,sans-gluten,par Babybio,"Prix au kilo : 6,15€/kgPetits pots Pomme Abricot Céréale . Idéal pour l’éveil de bébé aux saveurs naturelles et son bon équilibre nutritionnel. Dès 4 mois. Ingrédients issus de l'agriculture biologique. Contenance : 2 x 130g.Ingrédients : Pommes d’Aquitaine 60%, abricots d’Occitanie 37%, riz 3%, antioxydant: acide asco"
"2,19","1,59",Petits pots Pomme-Pruneau (dès 4 mois) - 2x130g,sans-gluten,par Babybio,"Prix au kilo : 6,15€/kgPetits pots Pomme-Pruneau. Idéal pour l’éveil de bébé aux saveurs naturelles et son bon équilibre nutritionnel. Dès 4 mois. Contenance : 2 x 130g.Ingrédients : Pommes d'Aquitaine 78%, purée de pruneaux d'Agen 22% (pruneaux 13,2%, eau)Valeurs nutritionnelles (pour 100g) : Energie (kJ/Kcal) 235/56 "
"3,40","2,54",Gourdes Pomme Poire Pêche (dès 6 mois) - 4x90g,sans-gluten,par Babybio,"Prix au kilo : 7,06€/kgMes Fruits Gourde Pomme Poire Pêche Dès 6 mois. Une Purée 100% Fruits que Bébé prend plaisir à boire en toute autonomie. Ingrédients issus de l'agriculture biologique. Contenance : 4 x 90g.Ingrédients : Pommes d'Aquitaine 50%, poires Willimas de France 30%, pêches du Roussillon 20%., antioxydant:"
"2,15","1,56",Assiette Fondue de Carotte et Maïs Doux au Quinoa (dès 12 mois) - 230g,sans-gluten,par Babybio,"Prix au kilo : 6,78€/kgPurée de légumes et quinoa bio avec morceaux adaptée à l’enfant dès 12 mois. Fabriqué en France. Contenance : 230g.Ingrédients : Légumes 62% (carottes des Landes 31%, maïs doux d'Aquitaine 15% , poivrons rouges d' Espagne 10%, oignons d' Espagne ), eau de cuisson, quinoa 6,5%, huile d'olive vierg"
"3,40","2,54",Gourdes Pomme Abricot Banane (dès 6 mois) - 4x90g,sans-gluten,par Babybio,"Prix au kilo : 7,06€/kgMes Fruits Gourde Pomme Abricot Banane Dès 6 mois. Une Purée 100% Fruits que Bébé prend plaisir à boire en toute autonomie. Ingrédients issus de l'agriculture biologique. Contenance : 4 x 90g.Ingrédients : Pommes d’Aquitaine 55%, abricots d'Italie 23%, bananes d'Equateur 22%Valeurs nutritionnelle"
"3,09","2,46",Menu Carotte Potimarron Pomme Et Canard Fermier (dès 8 mois) - 2x200g,sans-gluten,par Babybio,"Prix au kilo : 6,15€/kgPour l’éveil de Bébé aux saveurs naturelles, les ingrédients de tous les petits pots Babybio sont sélectionnés avec soin. Dès 8 mois. Contenance : 2 x 200g.Ingrédients : Légumes 65% (carottes des Landes 34%, potimarrons de la Drôme 17,5%, oignons d'Espagne , panais du Val de Loire ), pommes d'Aqu"
"0,99","0,70",Mini Barre Au Chocolat - 25g,sans-gluten,par Life Food,"Prix au kilo : 28€/kgAu vrai chocolat cru noir, cette barre énergétique ne contient que des dattes, des noix et une touche de vanille. Le meilleur booster énergétique naturel ! L’extase par le chocolat ! Merveilleusement euphorique ! La meilleure barre chocolatée de notre galaxie et même de l’univers entier. Les LIFEBA"
"3,99","2,89",Penne au quinoa sans gluten - 250g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 11,56€/kg Des penne pas comme les autres à base de farine de riz et de quinoa. Ces pâtes sont très goutteuses et vont vous réconcilier avec les produits sans gluten. A consommer chaud accompagné d'huile d’olive, d’une noix de beurre, en gratin ou encore froid en salade. Attention, la cuisson des pâtes sa"
"2,30","1,38",Thé Froid Detox Rouge au rooibos - 33cl,sans-gluten,par ChariTea,"Prix au litre : 4,18€/LL'infusion Rooibos ChariTea est une boisson légèrement sucrée aux notes fruitées. Le thé rouge s'accompagne de touches de fruit de la passion et de baie de sureau pour une saveur gourmande et légère. Cette boisson contient naturellement une bonne dose de caféine, elle est donc stimulante pour le "
"4,09","2,95",Couscous Du Soleil sans Gluten - 275g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 10,73€/kgLe Couscous du soleil Bio de Ma vie sans gluten est un savoureux plat oriental sain et ensoleillé. Le couscous est un plat typique berbère marocain, riche d'ingrédients sains, sans gluten et délicieux. A base de semoule de maïs, de riz blanc, de tomates, carottes, épices, cannelle, clous de giro"
"2,39","1,70",Farine de Maïs sans Gluten - 500g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 3,4€/kgFarine de Maïs SANS GLUTEN - Origine UE - Sachet de 500 g.Ingrédients : Farine de maïs Valeurs nutritionnelles (pour 100g) : Energie (kJ/Kcal) 1365/322 ; Matières grasses : 1,5g ; Glucides : 70g ; Protéines : 7g ;"
"2,10","1,59",Petits pots Délice de fruits (dès 4 mois) - 2x130g,sans-gluten,par Babybio,"Prix au kilo : 6,15€/kgPetits pots Délice de fruits. Idéal pour l’éveil de bébé aux saveurs naturelles et son bon équilibre nutritionnel. Ingrédients issus de l'agriculture biologique. Dès 4 mois. Contenance : 2 x 130g.Ingrédients : Pommes d'Aquitaine , poires Williams d'Italie , pêches du Roussillon , myrtilles de Suè"
"3,69","2,69",Petits Sablés Noix de Coco sans Gluten - 150g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 18€/kgPetits Sablés Noix de Coco : délicieux sablés à la texture croustillante et fondante. Ingrédients issus de l’agriculture biologique. Sans gluten et sans huile de palme. Poids : 150gIngrédients : Farine de riz demi complète , fécule de pomme de terre , sucre de canne blond , huile de noix de coco , "
"2,30","1,38",Thé Froid Detox Maté effervescent - 33cl,sans-gluten,par ChariTea,"Prix au litre : 4,18€/LL'infusion maté ChariTea mêle le maté et le thé noir dans une boisson revigorante. Une pointe de jus d'orange et de jus de citron viennent apporter une touche fruitée à cette infusion. Cette boisson contient naturellement une bonne dose de caféine, elle est donc stimulante pour le corps et l'espr"
"1,00","0,81",Bioflan Framboise - 2x4g,sans-gluten,par Natali,"Prix au kilo : 102,5€/kgPréparation Bioflan en poudre pour entremets non sucrés saveur Framboise. 2 Sachets 1/4 Litre.Ingrédients : Amidon de maïs , arôme naturel , gélifiants: carraghénane, agar-agarValeurs nutritionnelles (pour 100g) : Energie (kJ/Kcal) 1316/315 ; Matières grasses : 0,1g ; Glucides : 76,8g ; Protéine"
"3,40","2,54",Gourdes Pomme Fraise Vanille (dès 6 mois) - 4x90g,sans-gluten,par Babybio,"Prix au kilo : 7,06€/kgMes Fruits Gourde Pomme Fraise Vanille Dès 6 mois. Une Purée 100% Fruits que Bébé prend plaisir à boire en toute autonomie. Contenance : 4 x 90gIngrédients : Pommes d’Aquitaine 79,9%, fraises d'Espagne 20%, vanille 0,1%.Valeurs nutritionnelles (pour 100g) : Energie (kJ/Kcal) 195/46 ; Matières gra"
"5,35","4,45",Muesli croustillant framboise chocolat sans gluten et huile de palme - 500g,sans-gluten,par Favrichon,"Prix au kilo : 8,9€/kgDécouvrez l’alliance gourmande de pépites de céréales croustillantes au chocolat, de framboises et de morceaux de chocolat dans ce délicieux muesli Favrichon. Muesli croustillant Framboise Chocolat. Ingrédients issus de l'agriculture biologique. Sans gluten, sans huile de palme.Ingrédients : Céréa"
"3,89","3,06",Madeleines pur beurre sans gluten - 150g,sans-gluten,par Nature & Cie,"Prix au kilo : 20,4€/kgDe délicieuses madeleines pur beurre et sans gluten. Ingrédients issus de l'agriculture biologique. Fabriqué en France. Conditionnement : 150g.Ingrédients : Sucre de canne , oeuf , fécule de pomme de terre , beurre (lait) 17%, farine de riz , poudre à lever , sirop de sucre inverti , épaississant"
"8,99","6,48",Maxi Lot de Compotes Cool Fruits Pomme Pêche Abricot - 12x90g,sans-gluten,par Vitabio,"Prix au kilo : 6€/kgCool Fruits Pomme-Pêche-Abricot : de délicieuses gourdes 100% fruits Bio pour accompagner les enfants dans toutes leurs activités ! Vendues par 12 gourdes de 90g. Fabrication française.Ingrédients : Pommes , pêches , concentré de fruits (concentré de raisin , concentré de citron ), abricots , jus d'"
"3,29","2,50",Petit pots Menu Légumes Cabillaud 8 mois - 2x200g,sans-gluten,par Babybio,"Prix au kilo : 6,28€/kgPetit pots Menu Légumes Cabillaud. Pour l’éveil de Bébé aux saveurs naturelles, les ingrédients de tous les petits pots Babybio sont sélectionnés avec soin. Dès 8 mois. Contenance : 2 x 200g.Ingrédients : Légumes 67% (petits pois d'Espagne 32%, pommes de terre du Val de Loire 18% , carottes des L"
"2,09","1,59",Petits pots Pêche Pomme (dès 4mois) - 2x130g,sans-gluten,par Babybio,"Prix au kilo : 6,15€/kgPetits pots Pêche Pomme. Idéal pour l’éveil de Bébé aux saveurs naturelles et son bon équilibre nutritionnel. Dès 4 mois. Ingrédients issus de l'agriculture biologique. Contenance : 2 x 130g.Ingrédients : Pêches du Roussillon 50%, pommes d‘Aquitaine 50%, antioxydant: acide ascorbiqueValeurs nutri"
"3,89","2,76",Pain hamburger sans gluten - 200g,sans-gluten,par Nature & Cie,"Prix au kilo : 13,8€/kgDeux pains prêts à garnir pour faire soi-même de délicieux hamburgers.Ingrédients : Eau, farine de riz*, fécule de pomme de terre*, amidon de maïs*, levure de boulanger, graines de lin*, huile d’olive*, sucre de canne*, sel, épaississant : gomme de guar*. *Ingrédients issus de l'agriculture biolo"
"5,19","3,87",Macarons Amandes Noisettes sans Gluten - 140g,sans-gluten,par Biscuiterie de Provence,"Prix au kilo : 27,64€/kgMacarons aux amandes et aux noisettes. Sans gluten et sans lait. Etui de 140 g.Ingredients : sucre de canne roux*, amandes* 29%, blancs d’oeufs*, noisettes* 10%, miel*, poudre de vanille BourbonValeurs nutritionnelles (pour 100g) : Energie (kJ/Kcal) 2045/489 ; Matières grasses : 24,1g ; Glucides"
"3,89","2,81",Mezzi Rigatoni multicéréales sans gluten - 500g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 5,63€/kg De beaux Rigatoni pour égayer vos pâtes bien garnies de sauce ou vos gratins familiaux. Le tout sans gluten mais avec 5 farines de céréales différentes : du maïs, du riz blanc et complet, du sarrasin ainsi que du quinoa pour un goût incomparable. Ravira les petits et les grands ! Attention, la c"
"2,19","1,65",Petits pots Pomme Myrtille (dès 4 mois) - 2x130g,sans-gluten,par Babybio,"Prix au kilo : 6,35€/kgPetits pots Pomme Myrtille. Idéal pour l’éveil de bébé aux saveurs naturelles et son bon équilibre nutritionnel. Dès 4 mois. Ingrédients issus de l'agriculture biologique. Contenance : 2 x 130g.Ingrédients : Pommes d'Aquitaine 80%, myrtilles de Suède 20%Valeurs nutritionnelles (pour 100g) : Energ"
"2,29","1,80",Boisson au riz et cacao biologique - 1L,sans-gluten,par The Bridge,"Cette boisson de riz enrichie en calcium est un excellent substitut au lait de vache ou de soja, sans cholestérol et 100% biologique."
"1,89","1,33",Galettes de riz de Camargue aux céréales anciennes - 130g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 10,31€/kgGalettes de riz de Camargue aux céréales anciennes 130g: Légères et très croustillantes, ces galettes s’utilisent en remplacement du pain pour le petit déjeuner, le goûter, etc! Garantie sans Gluten. Étui 130gIngrédients : Riz rond complet et riz rond demi-complet de Camargue IGP(1 (91,67%),céré"
"5,49","4,14",Farine de Riz et Châtaignes - 500g,sans-gluten,par Ma Vie Sans Gluten,"Prix au kilo : 8,28€/kgFarine de Riz et Châtaigne SANS GLUTEN - Origine UE - Sachet de 500 g.Ingrédients : Farine de riz blanche (70%), farine de châtaigne (30%) Valeurs nutritionnelles (pour 100g) : Energie (kJ/Kcal) 1185/379 ; Matières grasses : 1,7g ; Glucides : 79,7g ; Protéines : 6,3g ;"
